KEGG	Name	Formula	MetaNetX	ModelSEED	BiGG	ChEBI	MetaCyc	SABIO-RK	Reactome
C06297	NeuGc-alpha2->8NeuGc2->3Gal-beta1->4Glc-beta1->1'Cer	C53H90N3O31R	MNXM41555	cpd03741		27829			
C06299	NeuAc-alpha2->8NeuAc-alpha2->8NeuAc2->3LacCer	C64H107N4O37R	MNXM730984	cpd03742		28541;78438	Ganglioside-GT3		
C06300	NeuGc-alpha2->8NeuGc-alpha2->8NeuGc2->3LacCer	C64H107N4O40R	MNXM41556	cpd03743		28154			
C06302	GalNAc-beta1->4(NeuGc-alpha2->8NeuGc2->3)LacCer	C61H103N4O36R	MNXM44105	cpd03744		27703			
C06304	(+)-Camphene	C10H16	MNXM5358	cpd03745		20	CPD-8767		
C06305	(-)-Camphene	C10H16	MNXM5361	cpd19050		89	CPD-4921		
C06306	(+)-alpha-Pinene	C10H16	MNXM730812	cpd03747		28261	CPD-8754		
C06307	(-)-beta-Pinene	C10H16	MNXM734447	cpd03748		28359	CPD-4891		
C06308	(-)-alpha-Pinene	C10H16	MNXM730813	cpd03749		28660	CPD-4892		
C06309	Diplopterol	C30H52O	MNXM736513	cpd03750		36484	HOPAN-22-OL	8529	
C06310	Diploptene	C30H50	MNXM736510	cpd03751		4648	HOP-2229-ENE	8530	
C06311	Galactitol 1-phosphate	C6H15O9P	MNXM731248	cpd03752	galt1p	28663;60083	GALACTITOL-1-PHOSPHATE		
C06312	L-Tagatose 6-phosphate	C6H13O9P	MNXM735495			58926;6307			
C06313	Biopterin	C9H11N5O3	MNXM59381	cpd03754		15373;63931	All-Biopterines;CPD-10819	8531	
C06314	Lipoxin A4	C20H32O5	MNXM12129	cpd03755	C06314	6498;67026	CPD66-51		R-ALL-2161759;R-ALL-416384
C06315	Lipoxin B4	C20H32O5	MNXM727336	cpd03756	C06315	6499;67031	CPD66-56		R-ALL-2142776
C06316	Dehydro-D-arabinono-1,4-lactone	C5H6O5	MNXM731588	cpd16322	ertascb__D	17803;58277	CPD-1789		
C06317	Vanillyl alcohol	C8H10O3	MNXM4130	cpd03758		18353	VANILLYL-ALCOHOL	8535	
C06318	(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate	C8H8O6	MNXM1866	cpd03759		15564;57412	CPD-1943		
C06319	Precorrin 6Y	C44H56N4O16	MNXM729284	cpd03760			CPD-679		
C06320	Precorrin 6X	C44H54N4O16	MNXM1496	cpd03761	pre6a	27513;58513;77872	CPD-675		
C06321	(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate	C7H8O4	MNXM729371	cpd02821;cpd03762		17708;36104;37888;60129	CPD-290		
C06322	Cyclohexa-1,5-diene-1-carbonyl-CoA	C28H42N7O17P3S	MNXM1657	cpd03763	ch15deccoa	15520;57374	CYCLOHEXA-15-DIENE-1-CARBONYL-COA	8540	
C06323	Isoquinoline	C9H7N	MNXM4625	cpd03764		16092	ISOQUINOLINE	8541	
C06324	Isocarbostyril	C9H7NO	MNXM3625	cpd03765		18350	ISOQUINOLIN-12H-ONE		
C06325	2-Quinolinecarboxylic acid	C10H7NO2	MNXM4797	cpd03766		18386;19775	QUINALDATE		
C06326	(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate	C8H15NO4	MNXM4169	cpd03767		15602;49259;58799	CPD-2022		
C06327	Chelirubine	C21H16NO5	MNXM4518	cpd03768		17031	CPD-9893		
C06328	6-Chlorobenzene-1,2,4-triol	C6H5ClO3	MNXM5023	cpd03769		2177	6-CHQ		
C06329	2-Chloromaleylacetate	C6H5ClO5	MNXM34930	cpd03770		28489	2-CHLOROMALEYLACETATE		
C06330	Quinoline-3,4-diol	C9H7NO2	MNXM2153	cpd03771;cpd08342		16569;28788;57819	3-HYDROXY-1H-QUINOLIN-4-ONE;QUINOLIN-34-DIOL	13568	
C06331	2-Methylquinoline-3,4-diol	C10H9NO2	MNXM3169	cpd03772;cpd08343		1215;29216;58616	3-HYDROXY-2-METHYL-1H-QUINOLIN-4-ONE		
C06332	N-Acetylanthranilate	C9H9NO3	MNXM1939	cpd03773	acanth	16803;36555	N-ACETYLANTHRANILATE	8550	
C06333	2-Aminobenzenesulfonate	C6H7NO3S	MNXM3806	cpd03774		1015;15942	2-AMINOBENZENESULFONATE		
C06334	Metanilic acid	C6H7NO3S	MNXM36330	cpd03775		19963;27764			
C06335	4-Aminobenzenesulfonate	C6H7NO3S	MNXM6105	cpd03776		20313;27500	CPD-10427		
C06336	3-Sulfocatechol	C6H6O5S	MNXM2772	cpd03777		27802;33565	3-SULFOCATECHOL		
C06337	Terephthalate	C8H6O4	MNXM2734	cpd03778		15702;30043;30801	TEREPHTHALATE	8555	
C06338	Quinolin-2-ol	C9H7NO	MNXM1442	cpd03779;cpd03838		16365;18289	QUINOLIN-2-OL;QUINOLIN-21H-ONE		
C06339	2,5,6-Trihydroxy-5,6-dihydroquinoline	C9H9NO3	MNXM4380	cpd03780		17244	256-TRIHYDROXY-56-DIHYDROQUINOLINE		
C06341	7alpha,27-Dihydroxycholesterol	C27H46O3	MNXM1104086	cpd03782	xoltri27	18431;76592	7-ALPHA27-DIHYDROXYCHOLESTEROL	8559	R-ALL-192194
C06342	Quinolin-2,8-diol	C9H7NO2	MNXM2863	cpd03783		17715;48988	CPD-15134;QUINOLIN-28-DIOL		
C06343	4-Hydroxyquinoline	C9H7NO	MNXM4798	cpd03784		155900;15815	QUINOLIN-4-OL		
C06344	3-Methyl-quinolin-2,8-diol	C10H9NO2	MNXM36626	cpd03785		1587;20138			
C06345	3-Methyl-quinolin-2-ol	C10H9NO	MNXM5528	cpd03786		1588;20114;20139	CPD-14743;CPD-963		
C06346	(R,S)-Norcoclaurine	C16H17NO3	MNXM728280			18418;58482	CPD-21764	8564	
C06347	(R)-Norcoclaurine	C16H17NO3	MNXM114578	cpd03788		27751	R-NORCOCLAURINE		
C06348	(R,S)-Coclaurine	C17H19NO3	MNXM726666			18417;58481			
C06349	(R)-Coclaurine	C17H19NO3	MNXM114577	cpd03790		27482	R-COCLAURINE		
C06350	Tetrahydropapaveroline	C16H17NO4	MNXM114536	cpd03791	C06350	28770	CPD-21758	8568	
C06351	(R)-Norlaudanosoline	C16H17NO4	MNXM31670	cpd03792		27702	CPD-21515	8569	
C06352	4-O-Methyl-myo-inositol	C7H14O6	MNXM733521	cpd03793		18266	4-METHYL-MYO-INOSITOL		
C06353	6-O-Methyl-myo-inositol	C7H14O6	MNXM733522	cpd03794		28762			
C06354	Benzophenone	C13H10O	MNXM43587	cpd03795		41308			
C06355	2,3',4,6-Tetrahydroxybenzophenone	C13H10O5	MNXM3153	cpd03796		15718;77647	2346-TETRAHYDROXYBENZOPHENONE		
C06356	2,4,6-Trihydroxybenzophenone	C13H10O4	MNXM34486	cpd03797		28233;77765	CPD-6881	8574	
C06357	Alkyl cinnamate	C9H7O2R	MNXM735269	cpd03798			ALKYL-CINNAMATE		
C06358	Methyl cinnamate	C10H10O2	MNXM741076	cpd03799		6857	CPD-6421		
C06359	Ethyl cinnamate	C11H12O2	MNXM727032	cpd03800		4895			
C06360	Propyl cinnamate	C12H14O2	MNXM727775	cpd03801		8501			
C06361	Anthocyanidin-3,5-diglucoside	C27H29O15R2	MNXM739552	cpd12861		57503;71510			
C06362	Hydroxycinnamoyl-CoA								
C06363	Anthocyanidin 3-glucoside-5-hydroxycinnamoylglucoside		MNXM739554						
C06364	1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol	C11H16O10R2	MNXM738736			17670			
C06365	alpha-Kojibiosyldiacylglycerol	C17H26O15R2	MNXM728286			76166			
C06366	sym-Homospermidine	C8H21N3	MNXM1778	cpd03802	hspmd	16554;57811	CPD-1821	8584	
C06367	1-Carboxyvinyl carboxyphosphonate	C4H5O7P	MNXM2588	cpd03803		17056;57999	1-CARBOXYVINYL-CARBOXYPHOSPHONATE		
C06368	3-(Hydrohydroxyphosphoryl)pyruvate	C3H5O5P	MNXM2328	cpd03804		18007;58348	3-HYDROHYDROXYPHOSPHORYLPYRUVATE		
C06369	2-Deoxy-D-glucose 6-phosphate	C6H13O8P	MNXM730537	cpd03805	2doxg6p	84756;84760	2-DEOXY-D-GLUCOSE-6-PHOSPHATE		
C06370	alpha-D-Glucuronoside	C6H9O7R	MNXM740661			52773;58899	Alpha-D-Glucuronides;GLUCURONOXYLAN-D-GLUCURONATE		
C06371	Lacto-N-tetraose	C26H45NO21	MNXM733643	cpd03807		30248	CPD-16473		
C06372	Lacto-N-biose	C14H25NO11	MNXM1106995	cpd03808		27707	BETA-D-GAL-1-3-D-GLCNAC	8589	
C06374	Phthalylamide	C8H6NO3R	MNXM97199	cpd03810		28900;65295	A-PHTHALYLAMIDE		
C06376	N-Acetyl-D-galactosamine 6-phosphate	C8H16NO9P	MNXM1107574	cpd03812		18207;71673	N-ACETYL-D-GALACTOSAMINE-6-PHOSPHATE	1864	
C06377	D-Galactosamine 6-phosphate	C6H14NO8P	MNXM5116	cpd03813	galam6p	18232;71674	D-GALACTOSAMINE-6-PHOSPHATE		
C06378	N-Acyl-D-amino acid	C3H3NO3R2	MNXM736205			15778;59876			
C06379	N-Acyl-D-glutamate	C6H8NO5R	MNXM736747			17503;49084;49085			
C06380	N-Acyl-D-aspartate	C5H6NO5R	MNXM4714	cpd03815;cpd27573		15779;57512	N-ACYL-D-ASPARTATE		
C06381	Methylenediurea	C3H8N4O2	MNXM2539	cpd03816		10790	METHYLENEDIUREA		
C06382	N-(Carboxyaminomethyl)urea	C3H7N3O3	MNXM2841	cpd03817		15569;57415	CPD-14173		
C06383	N-(Aminomethyl)urea	C2H7N3O	MNXM3058	cpd03818		15609;57431	CPD-14174		
C06384	N-(Hydroxymethyl)urea	C2H6N2O2	MNXM2698	cpd03819		16481	N-HYDROXYMETHYLUREA		
C06385	Dimethylenetriurea	C5H12N6O3	MNXM50986	cpd03820		4621			
C06386	Trimethylenetetraurea	C7H16N8O4	MNXM88048	cpd03821		9735			
C06387	4-Chlorobenzoyl-CoA	C28H39ClN7O17P3S	MNXM727349	cpd03822		15498;57354	CPD-1776	8602	
C06388	2-Aryl-2-methylmalonate	C4H5O4R	MNXM5063	cpd03823		15849;57542;58948	2-ARYL-2-METHYLMALONATE		
C06389	2-Arylpropionate	C3H5O2R	MNXM4966	cpd03824		16333;57738;83976	2-ARYLPROPIONATE		
C06390	16-alpha-Hydroxypregnenolone	C21H32O3	MNXM734375	cpd03825					
C06391	Algestone	C21H30O4	MNXM40682	cpd03826		763			
C06392	16,17-Didehydropregnenolone	C21H30O2	MNXM734340	cpd03827					
C06393	2,3-Diaminopropanoate	C3H8N2O2	MNXM741395	cpd03828;cpd21925	23dappa	18383;49983;58468	23-Diaminopropanoate	8608	
C06394	delta-Cadinene	C15H24	MNXM2744	cpd03829		15385	CPD-1722		
C06395	omega-Agatoxin IVC	C4H6N2O3R2	MNXM728741						
C06396	omega-Agatoxin IVB	C4H6N2O3R2	MNXM737053	cpd12868					
C06397	ADP-D-glycero-beta-D-manno-heptose	C17H27N5O16P2	MNXM1107947	cpd03830	adphep_DD	59966;59967	ADP-D-GLYCERO-D-MANNO-HEPTOSE		
C06398	ADP-L-glycero-beta-D-manno-heptose	C17H27N5O16P2	MNXM1108522	cpd03831	adphep_LD	61506;61530	ADP-L-GLYCERO-D-MANNO-HEPTOSE		
C06399	Hydrogenobyrinate	C45H60N4O14	MNXM727804	cpd03832			CPD-687		
C06400	1-alpha-D-[(1->4)-alpha-D-Glucosyl](n-1)-alpha-D-glucopyranoside	C12H22O11(C6H10O5)n	MNXM735660						
C06403	[Ribulose-1,5-bisphosphate carboxylase]-L-lysine	C7H13N3O2R2	MNXM96164						
C06404	[Ribulose-1,5-bisphosphate carboxylase]-N6,N6,N6-trimethyl-L-lysine	C10H20N3O2R2	MNXM738970						
C06406	Precorrin 3B	C43H50N4O17	MNXM1291	cpd03833	pre3b	27711;58522;77870	CPD-643		
C06407	Precorrin 4	C44H52N4O17	MNXM1441	cpd03834	pre4	16430;57769	CPD-651		
C06408	Precorrin 8X	C45H60N4O14	MNXM729939						
C06409	[Methionine synthase]-cob(II)alamin	C62H89CoN13O14P. C7H8N4O2R2	MNXM732142						
C06410	[Methionine synthase]-methylcob(I)alamin	C63H92CoN13O14P. C7H8N4O2R2	MNXM741430						
C06412	Palmitoyl-protein		MNXM8986	cpd12875					
C06413	Quinoline	C9H7N	MNXM4096	cpd03836		17362	QUINOLINE		
C06414	4-Quinolinecarboxylic acid	C10H7NO2	MNXM4097	cpd03837		18311;58440	QUINOLINE-4-CARBOXYLATE	8625	
C06415	2(1H)-Quinolinone	C9H7NO	MNXM1442	cpd03779;cpd03838		16365;18289	QUINOLIN-2-OL;QUINOLIN-21H-ONE		
C06416	Precorrin 5	C45H54N4O17	MNXM729931			27630;58518;77871			
C06417	D-Valine	C5H11NO2	MNXM8512	cpd03840		27477;32855;32856;74338	CPD-3642	2885	
C06418	D-Isoleucine	C6H13NO2	MNXM11281	cpd03841		27730;32608;32609	CPD-12149	2886	
C06419	D-Histidine	C6H9N3O2	MNXM1108519	cpd03842		142967;27947;32523;32526;32527	CPD-12151	2887	
C06420	D-Tyrosine	C9H11NO3	MNXM5704	cpd03843		28479;32773;32774;32775;58570	D-TYROSINE	2888	
C06421	alpha-Cellobiose	C12H22O11	MNXM726889	cpd03844		28676	CPD-15976		
C06422	beta-Cellobiose	C12H22O11	MNXM726890	cpd03845		36217	CELLOBIOSE	102;1655	
C06423	Octanoic acid	C8H16O2	MNXM750	cpd03846	octa	25646;28837	CPD-195	2889	R-ALL-422042
C06424	Tetradecanoic acid	C14H28O2	MNXM314	cpd03847	ttdca	134623;28875;30807	CPD-7836	2890	R-ALL-400514;R-ALL-879604
C06425	Icosanoic acid	C20H40O2	MNXM2976	cpd03848	arach	28822;32360	ARACHIDIC_ACID	2891	R-ALL-879558;R-ALL-879615
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid	C18H30O2	MNXM3995	cpd03849	lnlncg	28661;32391	CPD-8117	2892	R-ALL-400528
C06427	(9Z,12Z,15Z)-Octadecatrienoic acid	C18H30O2	MNXM1108303	cpd03850	lnlnca	27432;32387	LINOLENIC_ACID	2893	R-ALL-2046056;R-ALL-400174;R-ALL-400506
C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid	C20H30O2	MNXM727959	cpd03851	tmndnc	28364;58562	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE	2894	R-ALL-400199
C06429	(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid	C22H32O2	MNXM7161	cpd03852	crvnc	28125;77016	CPD-10244	2895	R-ALL-2066763;R-ALL-2066770;R-ALL-400493
C06430	D-Galacturonolactone	C6H8O6	MNXM1105902	cpd03853					
C06432	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine	C37H60N8O25P2	MNXM91324	cpd12876;cpd23315		28081	CPD-12258	8629	
C06433	5'-Benzoylphosphoadenosine	C17H18N5O8P	MNXM37799	cpd03854		149705;156046;1955			
C06435	5'-Butyrylphosphoinosine	C14H19N4O9P	MNXM37800	cpd03856		1956			
C06436	5'-Butyrylphosphouridine	C13H19N2O10P	MNXM37801	cpd03857		1957			
C06437	1,3-Diacylglycerol	C5H6O5R2	MNXM728233						
C06438	Prostaglandin D1	C20H34O5	MNXM740253	cpd03858		27696;79010		8631	
C06439	Prostaglandin E3	C20H30O5	MNXM740257	cpd03859		133132;28031			
C06440	2-Dehydro-D-glucono-1,5-lactone	C6H8O6	MNXM34981	cpd03860		27583		4056	
C06441	L-Xylulose 1-phosphate	C5H11O8P	MNXM738645						
C06442	N(gamma)-Acetyldiaminobutyrate	C6H12N2O3	MNXM2023	cpd03862		58929;7351	N-ACETYL-L-24-DIAMINOBUTANOATE		
C06443	Hydroxamate	CH2NO2R	MNXM736406	cpd03863		61398			
C06446	2-N,6-N-Bis(2,3-dihydroxybenzoyl)-L-lysine	C20H22N2O8	MNXM734659	cpd03865		165185			
C06447	2-N,6-N-Bis(2,3-dihydroxybenzoyl)-L-lysine amide	C20H23N3O7	MNXM734661	cpd03866		138827			
C06450	Myxochelin C	C27H29N3O9	MNXM738950	cpd03869		134181			
C06451	2-Hydroxyethylphosphonate	C2H7O4P	MNXM2067	cpd03870		1159;60991	CPD-9466		
C06452	(S)-2-Hydroxypropylphosphonate	C3H9O4P	MNXM732953	cpd03871		45410;62246	CPD-9465		
C06453	Methylcobalamin	C63H91CoN13O14P	MNXM727391	cpd12878	C06453	28115	CPD-9037	8643	R-ALL-3149508
C06454	Fosfomycin	C3H7O4P	MNXM3733	cpd03872		28915;62247;62419	CPD0-1113	8644	
C06455	Hydroxymethylphosphonate	CH5O4P	MNXM5787	cpd03873		5810;71199	CPD-11729		
C06456	Phosphonoformate	CH3O5P	MNXM5274	cpd03874		127780;60268;91254	CPD-11735	8646	
C06457	Bialaphos	C11H22N3O6P	MNXM5892	cpd03875		3088	CPD-10013	8647	
C06459	N-Trimethyl-2-aminoethylphosphonate	C5H15NO3P	MNXM6076	cpd03876	ntm2amep	149625;7347	CPD-22922		
C06461	Hydroxyaldehyde	C2H3O2R	MNXM2380	cpd03877		50413			
C06462	Leukotriene F4	C28H44N2O8S	MNXM738698	cpd03878		133618;27491			
C06463	D-Threose	C4H8O4	MNXM741634	cpd03879					
C06464	D-Altrose	C6H12O6	MNXM48393	cpd03880		149545	D-altropyranoses		
C06465	D-Gulose	C6H12O6	MNXM1108196	cpd03881		4191	D-Gulopyranose	1490	
C06466	D-Idose	C6H12O6	MNXM57103	cpd03882		155878;37709	IDOSE		
C06467	D-Talose	C6H12O6	MNXM1105843	cpd03883		68462	D-talopyranoses		
C06468	D-Psicose	C6H12O6	MNXM740830				D-psicopyranose		
C06469	Neuraminic acid	C9H17NO8	MNXM739813			7539			
C06470	Muramic acid	C9H17NO7	MNXM734576	cpd03886		7027	CPD0-1520		
C06471	Abequose	C6H12O4	MNXM735427						
C06472	L-Iduronic acid	C6H10O7	MNXM163836	cpd03888		47903	L-idopyranuronate		
C06473	2-Keto-D-gluconic acid	C6H10O7	MNXM582	cpd00480;cpd03889	2dhglcn	16808;27469	CPD-377	2124	
C06474	3,6-Anhydrogalactose	C6H10O5	MNXM36131	cpd03890		27861			
C06475	Prostaglandin F1alpha	C20H36O5	MNXM1104805	cpd03891	HC02214	133421;28852		8654	
C06476	Prostaglandin F3alpha	C20H32O5	MNXM740260	cpd03892		133422;36075		8655	
C06477	L-Guluronic acid	C6H10O7	MNXM735756	cpd33773			CPD-15204		
C06478	3,6-Anhydroglucose	C6H10O5	MNXM36132	cpd03894		27550			
C06479	Ketosteroid		MNXM7467	cpd12879					
C06481	L-Seryl-tRNA(Sec)	C13H22NO12PR2(C5H8O6PR)n	MNXM90476	cpd15565	sertrna_sec	13170;74589			
C06482	L-Selenocysteinyl-tRNA(Sec)	C13H22NO11PSeR2(C5H8O6PR)n	MNXM741408						
C06483	N-Acetyl-alpha-D-galactosaminyl-(1,3)-[alpha-L-fucosyl-(1,2)]-D-galactoside	C20H34NO15R	MNXM7402	cpd03895		140559	A-antigen		
C06484	4,5-cis-Dihydroxy-1,2-dithiacyclohexane	C4H8O2S2	MNXM1105776	cpd12882		28059	45-CIS-DIHYDROXY-12-DITHIACYCLOHEXANE		
C06485	1,5-Anhydro-D-fructose	C6H10O5	MNXM1060	cpd03896		16715	15-ANHYDRO-D-FRUCTOSE	1624	
C06488	XV638	C41H38N6O5S2	MNXM1107207	cpd03899					
C06489	Compound VII	C18H21ClN2O3	MNXM37999	cpd03900		47727			
C06490	WIN VI	C18H22N2O3	MNXM89084	cpd03901		10028			
C06491	Compound WIN VIII	C21H26Cl2N2O6	MNXM47555	cpd03902		47729			
C06492	Compound II(R/S)	C21H27ClN2O3	MNXM47549	cpd03903		3844			
C06493	WIN54954	C18H20Cl2N2O3	MNXM89085	cpd03904		10029			
C06494	Compound V(S)	C19H24N2O3	MNXM47554	cpd03905		3847			
C06495	Compound III(S)	C22H30N2O3	MNXM47550	cpd03906		3845			
C06496	Compound IV	C20H26N2O3	MNXM736843	cpd03907		3846			
C06497	WIN I(S)	C21H28N2O3	MNXM89083	cpd03908		10027			
C06499	WIN56291	C16H16Cl2N2O3	MNXM89086	cpd03910		47732			
C06500	5'-Guanylylmethylenebisphosphonate	C11H18N5O13P3	MNXM55733	cpd03911		1963;70836			
C06501	Phosphotyrosine	C9H12NO6P	MNXM734271	cpd03912		37788;62338	CPD-3728	2897	
C06502	4,6-Diamino-5-formamidopyrimidine	C5H7N5O	MNXM94254	cpd12883		27983			R-ALL-5637659
C06503	Hydrogenobyrinate a,c diamide	C45H62N6O12	MNXM726058	cpd03913			CPD-688		
C06504	Cob(II)yrinate a,c diamide	C45H61CoN6O12	MNXM741311	cpd03914		27937;58537	CPD-689	20066	
C06505	Cob(I)yrinate a,c diamide	C45H61CoN6O12	MNXM741369	cpd03915		28531;58575	CPD-694		
C06506	Adenosyl cobyrinate a,c diamide	C55H73CoN11O15	MNXM735498	cpd03916		2482;58503	CPD-690		
C06507	Adenosyl cobyrinate hexaamide	C55H77CoN15O11	MNXM877	cpd03917	adcobhex	2483;58504	CPD-691		
C06508	Adenosyl cobinamide	C58H84CoN16O11	MNXM1103715	cpd03918	adocbi	2480	ADENOSYLCOBINAMIDE		
C06509	Adenosyl cobinamide phosphate	C58H85CoN16O14P	MNXM1104880	cpd03919	adocbip	2481;58502	ADENOSYLCOBINAMIDE-P	1867	
C06510	Adenosine-GDP-cobinamide	C68H97CoN21O21P2	MNXM1101279	cpd03920	agdpcbi	2479;60487	ADENOSYLCOBINAMIDE-GDP	2898	
C06511	Guattegaumerine	C36H40N2O6	MNXM7408	cpd03921		5568	CPD-8925		
C06512	2'-Norberbamunine	C35H38N2O6	MNXM9741	cpd03922		845			
C06513	Obamegine	C36H38N2O6	MNXM65226	cpd03923		7714			
C06514	Aromoline	C36H38N2O6	MNXM42620	cpd03924		2842			
C06515	Magnoline	C36H40N2O6	MNXM60961	cpd03925		6642			
C06516	(R)-Norreticuline	C18H21NO4	MNXM5391	cpd03926		28658	CPD-19605		
C06517	(S)-6-O-Methylnorlaudanosoline	C17H19NO4	MNXM2340	cpd03095;cpd03927		15944;27460;57578	6-O-METHYLNORLAUDANOSOLINE;CPD-21765	7804	
C06518	(S)-Nororientaline	C18H21NO4	MNXM734929	cpd03155;cpd03928		17048;28594;57996			
C06520	(S)-Norreticuline	C18H21NO4	MNXM734928	cpd03930		143273;28611	CPD-15799		
C06521	Cuscohygrine	C13H24N2O	MNXM736906	cpd03931					
C06522	Strychnine	C21H22N2O2	MNXM12963	cpd03932		28973;90700	CPD-21554		R-ALL-3296450
C06523	Coniine	C8H17N	MNXM6484	cpd03933		28322	CPD-9425		
C06524	Nornicotine	C9H12N2	MNXM738481						
C06525	Gentianine	C10H9NO2	MNXM54885	cpd03935		28981			
C06526	Quinine	C20H24N2O2	MNXM2862	cpd03936		137041;15854	QUININE	8698	R-ALL-3296441;R-ALL-549273;R-ALL-549310
C06527	Quinidine	C20H24N2O2	MNXM732524						
C06528	Cinchonine	C19H22N2O	MNXM736640						
C06530	Cupreine	C19H22N2O2	MNXM736900	cpd03939					
C06531	alpha-Erythroidine	C16H19NO3	MNXM41289	cpd03940		27674			
C06532	beta-Erythroidine	C16H19NO3	MNXM44089	cpd03941		27795			
C06533	Papaverine	C20H21NO4	MNXM12584	cpd03942		28241	CPD-15742		R-ALL-3296412
C06534	Heroin	C21H23NO5	MNXM156516	cpd03943		27808	CPD-23273		
C06535	Physostigmine	C15H21N3O2	MNXM12688	cpd03944		27953	CPD-12048		
C06536	Harmaline	C13H14N2O	MNXM4609	cpd03945		28172	CPD-9939		
C06537	Harmalol	C12H12N2O	MNXM8697	cpd03946		27943	CPD-9938		
C06538	Harmine	C13H12N2O	MNXM7410	cpd03947		28121	CPD-9940		
C06539	Reserpine	C33H40N2O9	MNXM80690	cpd03948		28487	CPD-21281		
C06540	Rescinnamine	C35H42N2O9	MNXM80687	cpd03949		28572;92923			
C06541	Deserpidine	C32H38N2O8	MNXM49168	cpd03950		27478			
C06542	Ajmaline	C20H26N2O2	MNXM1105863			28462;58567			
C06543	Solanidine	C27H43NO	MNXM7774	cpd03952		166996;28374	CPD-9217		
C06544	Veratridine	C36H51NO11	MNXM88790	cpd03953		28051			
C06545	Conessine	C24H40N2	MNXM47580	cpd03954		27965;95174			
C06546	Mescaline	C11H17NO3	MNXM12238	cpd03955		28346			
C06547	Ethylene	C2H4	MNXM740127	cpd03956;cpd20758		18153	ETHYLENE-CMPD	2899	R-ALL-38985
C06548	Ethylene oxide	C2H4O	MNXM2550	cpd03957		27561	CPD-19003	2900	R-ALL-38987
C06550	Arsonoacetate	C2H5AsO5	MNXM16167	cpd03958		28506;63474	CPD-762		
C06551	Atrazine	C8H14ClN5	MNXM1102177	cpd03959		15930	ATRAZINE		
C06552	Hydroxyatrazine	C8H15N5O	MNXM1102007	cpd03960		18316	HYDROXYATRAZINE	8720	
C06553	N-Isopropylammelide	C6H10N4O2	MNXM1102146	cpd03961		17247	N-ISOPROPYLAMMELIDE	8721	
C06554	Cyanuric acid	C3H3N3O3	MNXM1100781	cpd03962;cpd34608		17696;38028	CPD-19468;CYANURIC-ACID		
C06555	Biuret	C2H5N3O2	MNXM1545	cpd03963		18138	CPD-809		
C06556	Deisopropylatrazine	C5H8ClN5	MNXM3579	cpd03964		27399	CPD-805		
C06557	Deisopropylhydroxyatrazine	C5H9N5O	MNXM4358	cpd03965		28363	CPD-806		
C06558	N-Ethylammelide	C5H8N4O2	MNXM1103722	cpd03966		27900	CPD-807	8726	
C06559	Deethylatrazine	C6H10ClN5	MNXM5709	cpd03967		28212	CPD-801		
C06560	Deisopropyldeethylatrazine	C3H4ClN5	MNXM5564	cpd03968		27726	CPD-9356		
C06561	Naringenin chalcone	C15H12O5	MNXM727324	cpd03969		15413;77645	CPD-20012	8729	
C06562	(+)-Catechin	C15H14O6	MNXM734430	cpd03970		15600	CPD-1961	8730	
C06563	Genistein	C15H10O5	MNXM1476	cpd03971		28088;74224	CPD-3141	8731	
C06564	Penicillin N	C14H21N3O6S	MNXM2027	cpd03972		18203;58408	PENICILLIN-N	8732	
C06565	Deacetoxycephalosporin C	C14H19N3O6S	MNXM2012	cpd03973		18229;58415	DEACETOXYCEPHALOSPORIN-C	8733	
C06566	Cephamycin C	C16H22N4O9S	MNXM8386	cpd03974		3543	CPD-9123		
C06567	Penicilloic acid	C8H13N2O4SR	MNXM727599	cpd12884					
C06568	O-Carbamoyl-deacetylcephalosporin C	C15H20N4O8S	MNXM5246	cpd03975		7678	CPD-9124		
C06569	7a-Hydroxy-O-carbamoyl-deacetylcephalosporin C	C15H20N4O9S	MNXM5030	cpd03976		2286	CPD-9125		
C06570	Tetracycline	C22H24N2O8	MNXM97613	cpd03977	ttrcyc	27902;71392;77932	CPD0-1414		
C06571	Chlortetracycline	C22H23ClN2O8	MNXM46525	cpd03978		133598;27644	CPD-19258		
C06572	Nystatin	C47H75NO17	MNXM1103741	cpd03979		7660			
C06573	Amphotericin B	C47H73NO17	MNXM41978	cpd03980		2682	CPD-17211		
C06574	Ampicillin	C16H19N3O4S	MNXM152246	cpd03981	apc	28971;50658	CPD-9195	20019	
C06575	p-Cymene	C10H14	MNXM8981	cpd03982		28768	CPD-1001		
C06576	p-Cumic alcohol	C10H14O	MNXM5878	cpd03983		27628	CPD-1002		
C06577	4-Isopropylbenzaldehyde	C10H12O	MNXM5879	cpd03984		28671	CPD-1003		
C06578	p-Cumate	C10H12O2	MNXM4764	cpd03985		25822;28122	CPD-1004		
